range, n1 , average1, std1, n2 , average2, std2, skewed_1, skewed_2, non_skewed
65535, 169096, 19337.2, 21706.3, 13859, 19354.2, 21599.5, 76749, 10090, 753762
65535, 169096, 19337.2, 21706.3, 301784, 19320.4, 21685.3, 70690, 111698, 8657671
65535, 169096, 19337.2, 21706.3, 43, 18257.5, 22253.9, 1134688, 3760, 488905
65535, 169096, 19337.2, 21706.3, 44830, 19281.7, 21672.6, 63060, 21400, 1367905
65535, 169096, 19337.2, 21706.3, 10108, 19576.1, 21865.1, 74519, 9260, 676233
65535, 169096, 19337.2, 21706.3, 169096, 19337.2, 21706.3, 61799, 58529, 5669542
65535, 169096, 19337.2, 21706.3, 3577, 19229.6, 21728.4, 64399, 6930, 577544
65535, 169096, 19337.2, 21706.3, 5038, 19162.2, 21590.1, 61250, 7790, 584274
65535, 169096, 19337.2, 21706.3, 1986, 18765.1, 21497.1, 55299, 5840, 515575
65535, 169096, 19337.2, 21706.3, 5045, 19302, 21665.5, 61139, 7890, 590234
65535, 169096, 19337.2, 21706.3, 1784, 19419.5, 21993.6, 55520, 7220, 517724
65535, 169096, 19337.2, 21706.3, 3421, 19514.1, 21948.6, 56799, 7120, 544454
65535, 169096, 19337.2, 21706.3, 330197, 19330.3, 21686.1, 76169, 106969, 9050096
65535, 169096, 19337.2, 21706.3, 5677, 18869.8, 21398.8, 60139, 8680, 590014
65535, 169096, 19337.2, 21706.3, 11492, 19266.7, 21695.8, 61219, 15070, 768112
65535, 169096, 19337.2, 21706.3, 9764, 19255.7, 21719.8, 58030, 14040, 680173
65535, 169096, 19337.2, 21706.3, 112430, 19337.8, 21688.9, 67219, 41630, 4118277
65535, 169096, 19337.2, 21706.3, 5366, 19026, 21504.7, 62179, 8260, 604414
65535, 169096, 19337.2, 21706.3, 301987, 19329, 21683.5, 70289, 99079, 8670881
65535, 169096, 19337.2, 21706.3, 416, 18501.3, 21431.8, 53429, 3430, 510615
65535, 169096, 19337.2, 21706.3, 9764, 19255.7, 21719.8, 58050, 14329, 667034
65535, 169096, 19337.2, 21706.3, 44830, 19281.7, 21672.6, 62689, 33640, 1280147
65535, 169096, 19337.2, 21706.3, 1323, 19377.7, 21925.3, 50530, 5100, 505144
65535, 169096, 19337.2, 21706.3, 10108, 19576.1, 21865.1, 78699, 9260, 677813
65535, 169096, 19337.2, 21706.3, 312765, 19327.4, 21681.3, 64939, 102299, 8824239
65535, 169096, 19337.2, 21706.3, 166551, 19344, 21708.4, 67380, 92939, 5649411
65535, 169096, 19337.2, 21706.3, 28514, 19326.4, 21710.7, 71369, 15230, 1077229
65535, 169096, 19337.2, 21706.3, 22452, 19309.6, 21729.7, 60330, 18870, 918140
65535, 169096, 19337.2, 21706.3, 585, 19792.1, 22052.7, 50289, 3530, 488835
65535, 169096, 19337.2, 21706.3, 138082, 19304.2, 21656.3, 86679, 48649, 3031269
65535, 169096, 19337.2, 21706.3, 14135, 19217.2, 21696.5, 62340, 26280, 757572
65535, 169096, 19337.2, 21706.3, 2545, 18891.1, 21562.6, 61869, 6400, 528465
65535, 169096, 19337.2, 21706.3, 144737, 19332.9, 21692.7, 69539, 57390, 4780560
65535, 169096, 19337.2, 21706.3, 212, 17802, 20907.8, 24309, 3920, 470965
65535, 169096, 19337.2, 21706.3, 2183, 20009.3, 21882.5, 54849, 6290, 519935
65535, 169096, 19337.2, 21706.3, 4496, 19176.5, 21689.6, 54900, 7719, 578964
65535, 169096, 19337.2, 21706.3, 1040, 19545.7, 21984.4, 52069, 3280, 496095
65535, 169096, 19337.2, 21706.3, 11492, 19266.7, 21695.8, 73879, 16680, 747642
65535, 169096, 19337.2, 21706.3, 16655, 19476, 21739.1, 58249, 11490, 803502
65535, 46, 20595.6, 23630.1, 169096, 19337.2, 21706.3, 4840, 1192428, 459695
60663, 46, 20595.6, 23630.1, 46, 20595.6, 23630.1, 5030, 3280, 2530
65530, 46, 20595.6, 23630.1, 17648, 19492.5, 21753.7, 5970, 128698, 47660
65535, 46, 20595.6, 23630.1, 240934, 19336.5, 21696.3, 28640, 1707152, 620054
65510, 46, 20595.6, 23630.1, 3018, 19249.9, 21904.1, 11439, 22910, 9580
65428, 46, 20595.6, 23630.1, 898, 18996.5, 21566.9, 9540, 7850, 3910
65529, 46, 20595.6, 23630.1, 2665, 19475.2, 21946.2, 15420, 21350, 8600
65535, 46, 20595.6, 23630.1, 169096, 19337.2, 21706.3, 7470, 1195328, 431156
65529, 46, 20595.6, 23630.1, 20745, 19371.4, 21774.3, 17169, 144209, 55029
62308, 46, 20595.6, 23630.1, 51, 19446.5, 22337.2, 7510, 2100, 1870
65513, 46, 20595.6, 23630.1, 5520, 19426, 21763.8, 12190, 42109, 16440
65535, 46, 20595.6, 23630.1, 140605, 19327.8, 21687.7, 20549, 1005030, 367566
65418, 46, 20595.6, 23630.1, 2628, 20020.4, 22096.8, 12120, 21390, 8810
65535, 46, 20595.6, 23630.1, 250780, 19328.8, 21691.7, 20110, 1775812, 666743
65535, 46, 20595.6, 23630.1, 301987, 19329, 21683.5, 19499, 2124758, 671633
65535, 46, 20595.6, 23630.1, 312765, 19327.4, 21681.3, 19440, 2203067, 779732
65423, 46, 20595.6, 23630.1, 409, 18891.1, 21607.2, 9180, 4500, 2820
65520, 46, 20595.6, 23630.1, 10629, 19411.2, 21636, 14910, 78920, 28579
65526, 46, 20595.6, 23630.1, 3376, 19271.5, 21617.6, 12210, 25160, 10960
65518, 46, 20595.6, 23630.1, 1969, 19674, 21998.6, 12100, 16290, 6940
65492, 46, 20595.6, 23630.1, 1422, 18971.7, 21332.3, 11430, 12370, 5650
65428, 46, 20595.6, 23630.1, 898, 18996.5, 21566.9, 9790, 7680, 3970
65535, 46, 20595.6, 23630.1, 312765, 19327.4, 21681.3, 18820, 2206677, 841732
64756, 46, 20595.6, 23630.1, 59, 17259.6, 21337.8, 6220, 4210, 1690
65534, 46, 20595.6, 23630.1, 11492, 19266.7, 21695.8, 6270, 83189, 31630
65526, 46, 20595.6, 23630.1, 4877, 19205.5, 21700.6, 12560, 36629, 14540
65526, 46, 20595.6, 23630.1, 4014, 19521.4, 21856, 5440, 31630, 12430
65529, 46, 20595.6, 23630.1, 20745, 19371.4, 21774.3, 16549, 143479, 55009
65302, 46, 20595.6, 23630.1, 108, 18207.6, 20618.4, 19570, 5450, 3250
65535, 46, 20595.6, 23630.1, 166551, 19344, 21708.4, 19590, 1177578, 415935
60663, 46, 20595.6, 23630.1, 2, 2200, 3109.86, 2610, 1380, 940
65510, 46, 20595.6, 23630.1, 2571, 19162.6, 21836, 11020, 18390, 7940
65510, 46, 20595.6, 23630.1, 2571, 19162.6, 21836, 10909, 18660, 7860
65524, 46, 20595.6, 23630.1, 3763, 18832.8, 21301, 11670, 44889, 11840
65495, 46, 20595.6, 23630.1, 5483, 18968.8, 21563.5, 5710, 39560, 15620
