range, n1 , average1, std1, n2 , average2, std2, skewed_1, skewed_2, non_skewed
41898, 10, 20967, 22080.1, 2, 8560.5, 12080.9, 2820, 969, 920
42438, 10, 20967, 22080.1, 8, 21238.2, 22683.3, 3530, 1560, 1110
65136, 10, 20967, 22080.1, 774, 14095.3, 21165.6, 5159, 69510, 1050
65400, 10, 20967, 22080.1, 2849, 18054.1, 21454.2, 5630, 8490, 3220
58426, 10, 20967, 22080.1, 2, 29228, 41313.4, 2930, 990, 1070
64666, 10, 20967, 22080.1, 1398, 14985.2, 20170.2, 5730, 47990, 1520
62493, 10, 20967, 22080.1, 62, 17702.4, 22490.2, 3730, 6610, 1170
41907, 10, 20967, 22080.1, 2, 19564, 27654.9, 2869, 950, 940
41900, 10, 20967, 22080.1, 8, 10747.6, 14854.6, 2980, 1510, 1030
65277, 10, 20967, 22080.1, 807, 15941.5, 20680.2, 4230, 1150, 1060
65501, 10, 20967, 22080.1, 1050, 17967.5, 21673.1, 5210, 2460, 1440
65426, 10, 20967, 22080.1, 1845, 15706.7, 19927.6, 5820, 2330, 1330
65190, 10, 20967, 22080.1, 2044, 32353.8, 32348.3, 5200, 184468, 1070
65336, 10, 20967, 22080.1, 2453, 15861.9, 20222.7, 5970, 3260, 1660
64330, 10, 20967, 22080.1, 2889, 16310.1, 20449.8, 5980, 4909, 2030
63399, 10, 20967, 22080.1, 429, 17443.7, 19750.4, 4670, 3760, 1780
49754, 10, 20967, 22080.1, 2036, 24637.8, 24629.7, 5520, 183778, 1080
65420, 10, 20967, 22080.1, 3940, 17760.2, 22056.7, 6380, 3850, 1720
41915, 10, 20967, 22080.1, 2576, 10546.2, 10550.6, 5300, 226868, 28710
41906, 10, 20967, 22080.1, 2206, 12980, 12974.9, 5370, 194468, 45670
41897, 10, 20967, 22080.1, 2, 2803.5, 3937.88, 2840, 970, 940
65387, 10, 20967, 22080.1, 3837, 17323.1, 21382.2, 6580, 2800, 1610
64907, 10, 20967, 22080.1, 1801, 17985, 21933.9, 5280, 2770, 1460
59411, 10, 20967, 22080.1, 4, 18401.5, 28149.1, 2860, 1210, 1050
64330, 10, 20967, 22080.1, 1459, 16653.1, 20957.1, 5050, 2120, 1240
41900, 10, 20967, 22080.1, 2, 16200.5, 22888.3, 2900, 960, 960
41896, 10, 20967, 22080.1, 8, 20605.2, 22006.6, 3460, 1470, 1090
41907, 10, 20967, 22080.1, 1932, 5758.25, 5754.12, 5429, 169889, 29179
41913, 10, 20967, 22080.1, 326, 16417, 16439.3, 4450, 29400, 5679
41899, 10, 20967, 22080.1, 1086, 14487, 14477.1, 4960, 96089, 12630
58429, 10, 20967, 22080.1, 10, 18775.2, 22043.6, 3380, 1790, 1180
64870, 10, 20967, 22080.1, 1728, 16381.8, 21717.2, 4330, 3740, 1450
65058, 10, 20967, 22080.1, 2588, 17323.2, 21529.6, 6680, 3250, 1660
